Cycle,Joystick1/Buttons[0],Joystick1/Buttons[1],Joystick1/Buttons[2],Joystick1/Buttons[3],Joystick1/Buttons[4],Joystick1/Buttons[5],Joystick1/Buttons[6],Joystick1/Buttons[7],Joystick1/Buttons[8],Joystick1/Buttons[9],Joystick1/Buttons[10],Joystick1/Buttons[11],Joystick1/Axes[0],Joystick1/Axes[1],Joystick1/Axes[2],Joystick1/Axes[3],Joystick1/Axes[4],Joystick1/Axes[5],Joystick2/Buttons[0],Joystick2/Buttons[1],Joystick2/Buttons[2],Joystick2/Buttons[3],Joystick2/Buttons[4],Joystick2/Buttons[5],Joystick2/Buttons[6],Joystick2/Buttons[7],Joystick2/Buttons[8],Joystick2/Buttons[9],Joystick2/Buttons[10],Joystick2/Buttons[11],Joystick2/Axes[0],Joystick2/Axes[1],Joystick2/Axes[2],Joystick2/Axes[3],Joystick2/Axes[4],Joystick2/Axes[5],Joystick3/Buttons[0],Joystick3/Buttons[1],Joystick3/Buttons[2],Joystick3/Buttons[3],Joystick3/Buttons[4],Joystick3/Buttons[5],Joystick3/Buttons[6],Joystick3/Buttons[7],Joystick3/Buttons[8],Joystick3/Buttons[9],Joystick3/Buttons[10],Joystick3/Axes[0],Joystick3/Axes[1],Joystick3/Axes[2],DrivetrainData/ControlModes,DrivetrainData/OpenLoopOutputs,DrivetrainData/DesiredRates,DrivetrainData/PositionSetpoints,DrivetrainData/MaxSpeeds,DrivetrainData/PositionStartLocations,DrivetrainData/ZeroHeading,DrivetrainData/PositionSetpointChanged,DrivetrainData/SyncArc,DrivetrainData/OverrideForwardCurrentLimit,DrivetrainData/OverrideReverseCurrentLimit,DrivetrainData/ForwardCurrentLimit,DrivetrainData/ReverseCurrentLimit,Climb/State,PneumaticsAngle/State,PneumaticsCollector/State
289,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
290,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
291,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
292,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
293,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
294,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
295,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
296,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
297,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
298,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
299,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
300,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
301,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
302,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
303,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
304,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
305,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,2,1
306,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
307,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
308,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
309,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
310,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
311,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
312,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
313,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
314,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
315,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
316,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
317,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
318,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
319,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
320,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
321,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
322,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
323,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
324,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
325,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
326,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
327,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
328,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
329,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
330,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
331,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
332,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
333,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
334,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
335,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
336,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
337,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
338,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
339,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
340,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
341,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
342,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
343,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
344,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
345,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
346,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
347,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
348,1,0,0,0,0,0,0,0,0,0,0,0,-0.046875,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
349,1,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
350,1,0,0,0,0,0,0,0,0,0,0,0,-0.046875,-0.015625,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
351,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,-0.0234375,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
352,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,-0.03125,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.00128866,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
353,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,-0.03125,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.00128866,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
354,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,-0.0390625,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.00934278,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
355,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,-0.0546875,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.025451,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
356,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,-0.0625,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.0335052,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
357,1,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,-0.0703125,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.0415593,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
358,1,0,0,0,0,0,0,0,0,0,0,0,-0.0625,-0.0859375,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.0576675,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
359,1,0,0,0,0,0,0,0,0,0,0,0,-0.0625,-0.09375,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.0657216,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
360,1,0,0,0,0,0,0,0,0,0,0,0,-0.0625,-0.101563,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.0737758,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
361,1,0,0,0,0,0,0,0,0,0,0,0,-0.0625,-0.117188,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.089884,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
362,1,0,0,0,0,0,0,0,0,0,0,0,-0.0625,-0.117188,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.089884,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
363,1,0,0,0,0,0,0,0,0,0,0,0,-0.0703125,-0.132813,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.105992,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
364,1,0,0,0,0,0,0,0,0,0,0,0,-0.0703125,-0.140625,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.114046,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
365,1,0,0,0,0,0,0,0,0,0,0,0,-0.0703125,-0.148438,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.122101,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
366,1,0,0,0,0,0,0,0,0,0,0,0,-0.078125,-0.164063,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.138209,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
367,1,0,0,0,0,0,0,0,0,0,0,0,-0.078125,-0.171875,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.146263,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
368,1,0,0,0,0,0,0,0,0,0,0,0,-0.0859375,-0.1875,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.162371,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
369,1,0,0,0,0,0,0,0,0,0,0,0,-0.0859375,-0.195313,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24472e-306,0.170425,0,0,0,2.67451e-038,0,45,0,0,0.5,0.5,0,1,1
