Cycle,Joystick1/Buttons[0],Joystick1/Buttons[1],Joystick1/Buttons[2],Joystick1/Buttons[3],Joystick1/Buttons[4],Joystick1/Buttons[5],Joystick1/Buttons[6],Joystick1/Buttons[7],Joystick1/Buttons[8],Joystick1/Buttons[9],Joystick1/Buttons[10],Joystick1/Buttons[11],Joystick1/Axes[0],Joystick1/Axes[1],Joystick1/Axes[2],Joystick1/Axes[3],Joystick1/Axes[4],Joystick1/Axes[5],Joystick2/Buttons[0],Joystick2/Buttons[1],Joystick2/Buttons[2],Joystick2/Buttons[3],Joystick2/Buttons[4],Joystick2/Buttons[5],Joystick2/Buttons[6],Joystick2/Buttons[7],Joystick2/Buttons[8],Joystick2/Buttons[9],Joystick2/Buttons[10],Joystick2/Buttons[11],Joystick2/Axes[0],Joystick2/Axes[1],Joystick2/Axes[2],Joystick2/Axes[3],Joystick2/Axes[4],Joystick2/Axes[5],Joystick3/Buttons[0],Joystick3/Buttons[1],Joystick3/Buttons[2],Joystick3/Buttons[3],Joystick3/Buttons[4],Joystick3/Buttons[5],Joystick3/Buttons[6],Joystick3/Buttons[7],Joystick3/Buttons[8],Joystick3/Buttons[9],Joystick3/Buttons[10],Joystick3/Axes[0],Joystick3/Axes[1],Joystick3/Axes[2],DrivetrainData/ControlModes,DrivetrainData/OpenLoopOutputs,DrivetrainData/DesiredRates,DrivetrainData/PositionSetpoints,DrivetrainData/MaxSpeeds,DrivetrainData/PositionStartLocations,DrivetrainData/ZeroHeading,DrivetrainData/PositionSetpointChanged,DrivetrainData/SyncArc,DrivetrainData/OverrideForwardCurrentLimit,DrivetrainData/OverrideReverseCurrentLimit,DrivetrainData/ForwardCurrentLimit,DrivetrainData/ReverseCurrentLimit,Climb/State,PneumaticsAngle/State,PneumaticsCollector/State
1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390625,1,0,1,3.24472e-306,0,0,0,0,2.67447e-038,0,45,0,0,0.5,0.5,0,0,0
